Detection_ID,Observation_ID,Distance,Detection
20210604094421-479978263.378143,20210604094347-620209574.699402,16,1
20210604094422-219409108.161926,20210604094347-620209574.699402,13,1
20210604094423-993731319.904327,20210604094347-620209574.699402,23,2
20210604094424-130420446.395874,20210604094347-620209574.699402,12,1
20210604094430-547668516.635895,20210604094427-28885781.7649841,14,2
20210604094431-922954559.326172,20210604094427-28885781.7649841,13,2
20210604094438-847245514.392853,20210604094434-538246333.599091,24,1
20210604094441-826225519.180298,20210604094434-538246333.599091,27,1
20210604094445-672427594.661713,20210604094434-538246333.599091,42,1
20210604094448-721895098.686218,20210604094434-538246333.599091,25,1
20210604094450-996771395.206451,20210604094434-538246333.599091,32,1
20210604094635-814663946.628571,20210604094550-179089307.785034,16,4
20210604094636-540913581.848145,20210604094550-179089307.785034,19,1
20210604094637-427533328.533173,20210604094550-179089307.785034,29,1
20210604094638-509068131.446838,20210604094550-179089307.785034,15,2
20210604094639-227781593.799591,20210604094550-179089307.785034,14,2
20210604094646-680819392.204285,20210604094642-619187593.460083,26,1
20210604094647-886600077.152252,20210604094642-619187593.460083,30,1
20210604094648-370515346.5271,20210604094642-619187593.460083,39,1
20210604094649-302497565.746307,20210604094642-619187593.460083,17,1
20210604094657-529821157.455444,20210604094653-292866826.057434,17,4
20210604094658-223261773.586273,20210604094653-292866826.057434,10,2
20210604094659-584529280.662537,20210604094653-292866826.057434,12,2
20210604094700-363458693.027496,20210604094653-292866826.057434,21,4
20210604094702-875974655.151367,20210604094653-292866826.057434,12,4
20210604094705-478014171.123505,20210604094653-292866826.057434,23,1
20210604094946-202618300.914764,20210604094837-782138705.253601,18,1
20210604094951-956762433.052063,20210604094837-782138705.253601,21,1
20210604095005-793197572.231293,20210604094955-65851032.7339172,15,1
20210604095006-379604697.227478,20210604094955-65851032.7339172,16,2
20210604095007-463584005.832672,20210604094955-65851032.7339172,15,2
20210604095008-119544029.23584,20210604094955-65851032.7339172,17,4
20210604095009-115470111.370087,20210604094955-65851032.7339172,16,4
20210604095012-173773407.936096,20210604094955-65851032.7339172,24,1
20210604095013-48118889.3318176,20210604094955-65851032.7339172,25,1
20210604095019-561009287.834167,20210604095015-714816331.863403,24,1
20210604095020-216733515.262604,20210604095015-714816331.863403,37,1
20210604095023-468005657.196045,20210604095015-714816331.863403,26,1
20210604095023-746354758.739471,20210604095015-714816331.863403,33,1
20210604095026-752310872.077942,20210604095015-714816331.863403,41,1
20210604095040-746006906.032562,20210604095036-398932278.156281,34,1
20210617092829-575183808.803558,20210521104137-14581799.5071411,27,1
20210617115009-191922485.8284,20210617114940-827411830.425262,,8
20210617115606-704395771.026611,20210617115558-357023119.926453,,9
20210617115617-89641392.2309875,20210617115608-928785979.747772,,9
20210617115954-492165625.095367,20210528111136-226866006.851196,42,1
20210617140733-28885781.7649841,20210617140722-993731319.904327,,8
20210617142512-695281803.607941,20210602143442-834817171.096802,,9
20210618144357-709037899.971008,20210618144345-760723590.85083,,9
20210618145903-279342055.32074,20210618145742-622696697.711945,22,1
20210618145906-829801619.052887,20210618145742-622696697.711945,63,1
20210618145907-824602127.075195,20210618145742-622696697.711945,51,1
20210618145917-910964310.16922,20210618145911-589163005.35202,56,1
20210618145918-226866006.851196,20210618145911-589163005.35202,16,4
20210618145921-695115506.649017,20210618145911-589163005.35202,16,1
20210618145922-980003237.724304,20210618145911-589163005.35202,32,1
20210618145930-106369674.20578,20210618145925-243931353.092194,32,1
20210618145932-999414563.179016,20210618145925-243931353.092194,29,1
20210618145933-676175892.353058,20210618145925-243931353.092194,46,1
20210618145935-15703916.5496826,20210618145925-243931353.092194,51,1
20210618145938-575183808.803558,20210618145925-243931353.092194,27,1
20210618145944-100052237.510681,20210618145925-243931353.092194,40,1
20210618145955-284480273.723602,20210618145948-103022634.983063,19,1
20210618145956-45649170.8755493,20210618145948-103022634.983063,7,1
20210618150217-412766814.231873,20210618150109-162821590.900421,32,1
20210618150224-712730467.319489,20210618150109-162821590.900421,40,1
20210618150228-326206207.275391,20210618150109-162821590.900421,38,1
20210618150231-633178889.751434,20210618150109-162821590.900421,11,4
20210618150236-207561135.292053,20210618150109-162821590.900421,15,2
20210618150243-186013519.763947,20210618150109-162821590.900421,16,2
20210618150253-457971453.666687,20210618150246-583359003.067017,12,4
20210618150303-785212218.761444,20210618150258-905729830.265045,13,1
20210618150304-378902554.512024,20210618150258-905729830.265045,26,1
20210618150306-289665043.354034,20210618150258-905729830.265045,29,1
20210618150308-919377088.546753,20210618150258-905729830.265045,36,1
20210618150310-631742417.812347,20210618150258-905729830.265045,48,1
20210618150312-627642035.484314,20210618150258-905729830.265045,10,2
20210618150315-428456366.062164,20210618150258-905729830.265045,20,1
20210618150510-513737499.713898,20210618150420-430261135.101318,26,1
20210618150512-462980031.967163,20210618150420-430261135.101318,32,1
20210618150514-353472650.051117,20210618150420-430261135.101318,33,1
20210618150516-404834151.268005,20210618150420-430261135.101318,48,1
20210618150518-269731581.21109,20210618150420-430261135.101318,50,1
20210618150522-55593490.6005859,20210618150420-430261135.101318,1,2
20210618150531-60916244.9836731,20210618150525-243845164.775848,8,4
20210618150532-390291452.407837,20210618150525-243845164.775848,12,1
20210618150533-364995419.979095,20210618150525-243845164.775848,18,1
20210618150541-474459171.295166,20210618150536-489894747.73407,40,1
20210618150542-257267653.942108,20210618150536-489894747.73407,39,1
20210618150544-628751873.970032,20210618150536-489894747.73407,16,1
20210618150545-542070209.980011,20210618150536-489894747.73407,69,2
20210618150554-654499411.582947,20210618150549-156302213.668823,46,1
20210618150556-506087362.766266,20210618150549-156302213.668823,72,1
20210618151040-774740099.906921,20210618150910-579518616.199493,36,1
20210618151048-814490020.275116,20210618151042-14017641.544342,26,1
20210618151049-709037899.971008,20210618151042-14017641.544342,42,1
20210618151051-45352756.9770813,20210618151042-14017641.544342,48,1
20210618151053-414032697.677612,20210618151042-14017641.544342,46,4
20210618151102-373536169.528961,20210618151057-862619340.419769,39,1
20210618151103-961953163.146973,20210618151057-862619340.419769,21,1
20210618151111-949556648.731232,20210618151106-871445834.636688,60,1
20210618151113-364018678.665161,20210618151106-871445834.636688,40,1
20210618151114-524868428.707123,20210618151106-871445834.636688,32,1
20210618151116-767111659.049988,20210618151106-871445834.636688,56,1
20210618151118-53504526.6151428,20210618151106-871445834.636688,51,1
20210618151250-910964310.16922,20210618151207-824602127.075195,26,1
20210618151252-226866006.851196,20210618151207-824602127.075195,18,1
20210618151253-695115506.649017,20210618151207-824602127.075195,32,1
20210618151254-980003237.724304,20210618151207-824602127.075195,12,1
20210618151256-243931353.092194,20210618151207-824602127.075195,35,1
20210618151303-999414563.179016,20210618151258-533873081.207275,63,1
20210618151304-676175892.353058,20210618151258-533873081.207275,40,1
20210618151312-100052237.510681,20210618151307-15703916.5496826,6,4
20210618151313-103022634.983063,20210618151307-15703916.5496826,36,1
20210618151314-798884391.784668,20210618151307-15703916.5496826,16,4
20210618151819-646587133.407593,20210618151711-278279960.155487,40,1
20210618151821-410073220.729828,20210618151711-278279960.155487,38,1
20210618151822-412766814.231873,20210618151711-278279960.155487,51,1
20210618151824-712730467.319489,20210618151711-278279960.155487,43,1
20210618151832-207561135.292053,20210618151827-326206207.275391,56,1
20210618151834-186013519.763947,20210618151827-326206207.275391,42,1
20210618151835-583359003.067017,20210618151827-326206207.275391,39,1
20210618151837-80714643.0015564,20210618151827-326206207.275391,28,1
20210618151845-261368274.688721,20210618151839-457971453.666687,19,1
20210618152130-774740099.906921,20210618152057-579518616.199493,18,2
20210618152131-14017641.544342,20210618152057-579518616.199493,18,4
20210618152133-760723590.85083,20210618152057-579518616.199493,15,2
20210618152136-814490020.275116,20210618152057-579518616.199493,69,1
20210618152139-709037899.971008,20210618152057-579518616.199493,56,1
20210618152142-45352756.9770813,20210618152057-579518616.199493,50,1
20210618152143-414032697.677612,20210618152057-579518616.199493,49,1
20210618152146-862619340.419769,20210618152057-579518616.199493,36,1
20210618152153-961953163.146973,20210618152148-790480017.662048,38,1
20210618152155-871445834.636688,20210618152148-790480017.662048,49,1
20210618152156-56236863.1362915,20210618152148-790480017.662048,60,1
20210618152158-949556648.731232,20210618152148-790480017.662048,72,1
20210618152206-767111659.049988,20210618152201-364018678.665161,19,1
20210618152207-53504526.6151428,20210618152201-364018678.665161,28,1
20210618152335-910964310.16922,20210618152236-824602127.075195,20,1
20210618152336-226866006.851196,20210618152236-824602127.075195,32,1
20210618152337-695115506.649017,20210618152236-824602127.075195,16,1
20210618152344-533873081.207275,20210618152340-980003237.724304,62,1
20210618152346-106369674.20578,20210618152340-980003237.724304,56,1
20210618152347-999414563.179016,20210618152340-980003237.724304,70,1
20210618152349-676175892.353058,20210618152340-980003237.724304,51,1
20210618152350-15703916.5496826,20210618152340-980003237.724304,48,1
20210618152352-575183808.803558,20210618152340-980003237.724304,64,1
20210618152402-798884391.784668,20210618152355-100052237.510681,80,1
20210618152403-284480273.723602,20210618152355-100052237.510681,71,1
20210618152405-45649170.8755493,20210618152355-100052237.510681,63,1
20210618152406-295772850.513458,20210618152355-100052237.510681,68,1
20210618152416-948571085.929871,20210618152410-382010698.318481,69,1
20210618152418-979829370.975494,20210618152410-382010698.318481,49,1
20210618152544-186013519.763947,20210618152502-326206207.275391,63,1
20210618152546-583359003.067017,20210618152502-326206207.275391,69,1
20210618152547-80714643.0015564,20210618152502-326206207.275391,56,1
20210618152549-457971453.666687,20210618152502-326206207.275391,41,1
20210618152551-905729830.265045,20210618152502-326206207.275391,48,1
20210618152600-378902554.512024,20210618152555-261368274.688721,49,1
20210618152603-289665043.354034,20210618152555-261368274.688721,26,1
20210618152605-919377088.546753,20210618152555-261368274.688721,11,4
20210618152607-631742417.812347,20210618152555-261368274.688721,38,1
20210618152608-627642035.484314,20210618152555-261368274.688721,40,1
20210618152610-428456366.062164,20210618152555-261368274.688721,37,1
20210618152618-694485306.739807,20210618152613-97973823.5473633,28,1
20210618152619-913717567.920685,20210618152613-97973823.5473633,29,1
20210618152745-269731581.21109,20210618152648-462980031.967163,69,1
20210618152746-55593490.6005859,20210618152648-462980031.967163,56,1
20210618152747-243845164.775848,20210618152648-462980031.967163,28,1
20210618152749-979077935.218811,20210618152648-462980031.967163,47,1
20210618152750-60916244.9836731,20210618152648-462980031.967163,44,1
20210618152754-390291452.407837,20210618152648-462980031.967163,63,1
20210618152755-364995419.979095,20210618152648-462980031.967163,32,1
20210618152757-489894747.73407,20210618152648-462980031.967163,29,1
20210618152926-289562463.760376,20210618152921-533424019.813538,12,1
20210618152928-301948010.921478,20210618152921-533424019.813538,26,1
20210618152936-760723590.85083,20210618152930-774740099.906921,70,1
20210618152937-814490020.275116,20210618152930-774740099.906921,58,1
20210618152939-709037899.971008,20210618152930-774740099.906921,41,1
20210618152940-45352756.9770813,20210618152930-774740099.906921,46,1
20210618152941-414032697.677612,20210618152930-774740099.906921,50,1
20210618152944-862619340.419769,20210618152930-774740099.906921,16,1
20210618152956-961953163.146973,20210618152948-790480017.662048,73,1
20210618153127-647821187.973022,20210618153044-468700110.912323,27,1
20210618153129-263792932.033539,20210618153044-468700110.912323,38,1
20210618153130-279342055.32074,20210618153044-468700110.912323,40,1
20210618153131-829801619.052887,20210618153044-468700110.912323,56,1
20210618153135-824602127.075195,20210618153044-468700110.912323,53,1
20210618153143-910964310.16922,20210618153138-589163005.35202,21,1
20210618153145-226866006.851196,20210618153138-589163005.35202,16,1
20210618153146-695115506.649017,20210618153138-589163005.35202,27,1
20210618153147-980003237.724304,20210618153138-589163005.35202,42,1
20210618153155-106369674.20578,20210618153151-243931353.092194,36,1
20210618153157-999414563.179016,20210618153151-243931353.092194,42,1
20210618153158-676175892.353058,20210618153151-243931353.092194,39,1
20210618153205-100052237.510681,20210618153201-15703916.5496826,18,1
20210618153207-103022634.983063,20210618153201-15703916.5496826,10,1
20210618153351-162821590.900421,20210618153305-401374340.057373,39,1
20210618153358-412766814.231873,20210618153353-646587133.407593,38,1
20210618153400-712730467.319489,20210618153353-646587133.407593,46,1
20210618153401-326206207.275391,20210618153353-646587133.407593,50,1
20210618153403-633178889.751434,20210618153353-646587133.407593,22,1
20210618153411-583359003.067017,20210618153405-207561135.292053,40,1
20210618153419-905729830.265045,20210618153414-80714643.0015564,16,1
20210618153427-378902554.512024,20210618153421-261368274.688721,36,1
20210618153428-289665043.354034,20210618153421-261368274.688721,29,1
20210618153429-919377088.546753,20210618153421-261368274.688721,40,1
20210618153431-631742417.812347,20210618153421-261368274.688721,39,1
20210618153439-97973823.5473633,20210618153434-627642035.484314,35,1
20210618153441-561040103.435516,20210618153434-627642035.484314,48,1
20210618153504-834817171.096802,20210618153443-694485306.739807,48,1
20210618155049-60916244.9836731,20210618153414-80714643.0015564,21,1
20210628110409-45352756.9770813,20210628110314-760723590.85083,4,4
20210628110424-790480017.662048,20210628110418-414032697.677612,24,4
20210628110427-373536169.528961,20210628110418-414032697.677612,15,2
20210628110433-961953163.146973,20210628110418-414032697.677612,36,1
20210628110445-949556648.731232,20210628110438-871445834.636688,52,1
20210628110458-767111659.049988,20210628110451-364018678.665161,37,4
20210628110526-468700110.912323,20210628110517-53504526.6151428,63,1
20210707085110-53504526.6151428,20210707085027-524868428.707123,42,1
20210707090403-829801619.052887,20210707090328-263792932.033539,16,1
20210707090408-824602127.075195,20210707090328-263792932.033539,22,1
20210707090412-589163005.35202,20210707090328-263792932.033539,20,1
20210707090415-986093163.490295,20210707090328-263792932.033539,32,1
20210707090432-695115506.649017,20210707090420-910964310.16922,39,1
20210707090450-533873081.207275,20210707090437-980003237.724304,41,1
20210707090937-575183808.803558,20210707090930-676175892.353058,35,1
20210707091218-284480273.723602,20210707091213-103022634.983063,51,1
20210712142113-263792932.033539,20210507142550-622696697.711945,52,1
20210712142120-279342055.32074,20210507142550-622696697.711945,53,1
20210712142126-829801619.052887,20210507142550-622696697.711945,11,1
20210712142128-824602127.075195,20210507142550-622696697.711945,33,1
20210712142725-695115506.649017,20210712142711-910964310.16922,41,1
20210712142729-980003237.724304,20210712142711-910964310.16922,42,1
20210712172759-81893563.2705688,20210510082653-347726404.666901,25,4
20210713090348-760723590.85083,20210713090337-774740099.906921,36,1
20210713090352-814490020.275116,20210713090337-774740099.906921,37,1
